liste_des_candidats,nuances,voix,percent_inscrits,percent_exprimes,elu_e,dep,circo,link
Mme Marietta KARAMANLI,NUP,20 399,"24,50","63,06",Oui,72,02,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/072/07202.html
Mme Angéline FURET,RN,11 952,"14,35","36,94",Non,72,02,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/072/07202.html
M. Eric MARTINEAU,ENS,18 394,"21,25","50,98",Oui,72,03,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/072/07203.html
M. Bruno PINÇON,RN,17 690,"20,44","49,02",Non,72,03,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/072/07203.html
Mme Elise LEBOUCHER,NUP,14 891,"18,41","50,15",Oui,72,04,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/072/07204.html
M. Raymond DE MALHERBE,RN,14 803,"18,30","49,85",Non,72,04,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/072/07204.html
M. Jean-Carles GRELIER,ENS,21 174,"24,09","59,51",Oui,72,05,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/072/07205.html
Mme Victoria DE VIGNERAL,RN,14 404,"16,39","40,49",Non,72,05,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/072/07205.html
Mme Marina FERRARI,ENS,24 051,"25,72","59,33",Oui,73,01,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/073/07301.html
Mme Christel GRANATA,NUP,16 490,"17,63","40,67",Non,73,01,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/073/07301.html
M. Vincent ROLLAND,LR,20 474,"26,82","64,08",Oui,73,02,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/073/07302.html
M. Cédric MORAND,NUP,11 479,"15,04","35,92",Non,73,02,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/073/07302.html
Mme Emilie BONNIVARD,LR,23 149,"31,09","65,54",Oui,73,03,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/073/07303.html
Mme Nathalie KRAWEZYNSKI,NUP,12 170,"16,34","34,46",Non,73,03,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/073/07303.html
M. Jean-François COULOMME,NUP,18 083,"23,20","50,85",Oui,73,04,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/073/07304.html
M. Patrick MIGNOLA,ENS,17 479,"22,42","49,15",Non,73,04,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/073/07304.html
Mme Véronique RIOTTON,ENS,29 312,"26,87","62,65",Oui,74,01,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/074/07401.html
Mme Anne-Valérie DUVAL,NUP,17 477,"16,02","37,35",Non,74,01,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/074/07401.html
M. Antoine ARMAND,ENS,25 809,"25,75","59,88",Oui,74,02,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/074/07402.html
Mme Loris FONTANA,NUP,17 290,"17,25","40,12",Non,74,02,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/074/07402.html
Mme Christelle PETEX-LEVET,LR,23 882,"27,06","63,36",Oui,74,03,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/074/07403.html
Mme Fabienne VANEECKELOOT-TASSA,NUP,13 812,"15,65","36,64",Non,74,03,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/074/07403.html
Mme Virginie DUBY-MULLER,LR,23 171,"26,08","66,92",Oui,74,04,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/074/07404.html
M. Valérian VERVOORT,NUP,11 453,"12,89","33,08",Non,74,04,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/074/07404.html
Mme Anne-Cécile VIOLLAND,ENS,23 873,"23,45","60,09",Oui,74,05,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/074/07405.html
Mme Odile MARTIN-COCHER,NUP,15 858,"15,58","39,91",Non,74,05,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/074/07405.html
M. Xavier ROSEREN,ENS,19 398,"23,83","63,11",Oui,74,06,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/074/07406.html
M. Dominique MARTIN,RN,11 338,"13,93","36,89",Non,74,06,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/074/07406.html
M. Sylvain MAILLARD,ENS,28 655,"33,88","65,57",Oui,75,01,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/075/07501.html
M. Thomas LUQUET,NUP,15 046,"17,79","34,43",Non,75,01,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/075/07501.html
M. Gilles LE GENDRE,ENS,25 471,"34,06","63,39",Oui,75,02,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/075/07502.html
Mme Marine ROSSET,NUP,14 710,"19,67","36,61",Non,75,02,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/075/07502.html
M. Stanislas GUERINI,ENS,19 612,"26,81","51,00",Oui,75,03,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/075/07503.html
Mme Léa BALAGE EL MARIKY,NUP,18 843,"25,76","49,00",Non,75,03,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/075/07503.html
Mme Astrid PANOSYAN-BOUVET,ENS,19 158,"26,25","55,45",Oui,75,04,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/075/07504.html
Mme Brigitte KUSTER,LR,15 389,"21,08","44,55",Non,75,04,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/075/07504.html
M. Julien BAYOU,NUP,24 857,"31,32","58,05",Oui,75,05,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/075/07505.html
Mme Elise FAJGELES,ENS,17 960,"22,63","41,95",Non,75,05,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/075/07505.html
Mme Sophia CHIKIROU,NUP,24 155,"29,85","53,74",Oui,75,06,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/075/07506.html
M. Julien BARGETON,ENS,11 514,"14,23","25,62",Non,75,06,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/075/07506.html
Mme Laurence BONZANI,ECO,2 084,"2,58","4,64",Non,75,06,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/075/07506.html
M. Jean-Christophe MARTIN,LR,1 767,"2,18","3,93",Non,75,06,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/075/07506.html
Mme Marie Rosette HUYNH THI (BOZZI),RN,1 507,"1,86","3,35",Non,75,06,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/075/07506.html
M. Victor MELDENER,REC,1 314,"1,62","2,92",Non,75,06,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/075/07506.html
M. Yves FREMION,ECO,782,"0,97","1,74",Non,75,06,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/075/07506.html
M. Romain VAN DEN BROUCKE,ECO,717,"0,89","1,60",Non,75,06,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/075/07506.html
Mme Jennifer BORSELLINO,DIV,529,"0,65","1,18",Non,75,06,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/075/07506.html
Mme Anne-Catherine GODDE,DXG,423,"0,52","0,94",Non,75,06,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/075/07506.html
M. Charles DUPUY,DXG,153,"0,19","0,34",Non,75,06,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/075/07506.html
Mme Yasmin BERROUBA,DVC,1,"0,00","0,00",Non,75,06,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/075/07506.html
M. Clément BEAUNE,ENS,22 916,"28,55","50,73",Oui,75,07,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/075/07507.html
Mme Caroline MECARY,NUP,22 258,"27,73","49,27",Non,75,07,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/075/07507.html
Mme Eva SAS,NUP,23 824,"27,94","54,08",Oui,75,08,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/075/07508.html
Mme Laëtitia AVIA,ENS,20 228,"23,72","45,92",Non,75,08,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/075/07508.html
Mme Sandrine ROUSSEAU,NUP,20 634,"29,14","58,05",Oui,75,09,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/075/07509.html
M. Buon TAN,ENS,14 912,"21,06","41,95",Non,75,09,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/075/07509.html
M. Rodrigo ARENAS,NUP,19 808,"28,20","54,43",Oui,75,10,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/075/07510.html
Mme Anne-Christine LANG,ENS,16 585,"23,61","45,57",Non,75,10,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/075/07510.html
Mme Maud GATEL,ENS,23 407,"32,04","55,45",Oui,75,11,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/075/07511.html
Mme Olivia POLSKI,NUP,18 805,"25,74","44,55",Non,75,11,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/075/07511.html
Mme Olivia GREGOIRE,ENS,26 908,"35,49","68,51",Oui,75,12,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/075/07512.html
Mme Céline MALAISÉ,NUP,12 368,"16,31","31,49",Non,75,12,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/075/07512.html
M. David AMIEL,ENS,23 982,"30,67","59,86",Oui,75,13,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/075/07513.html
Mme Aminata NIAKATÉ,NUP,16 081,"20,57","40,14",Non,75,13,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/075/07513.html
M. Benjamin HADDAD,ENS,19 742,"25,95","53,23",Oui,75,14,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/075/07514.html
M. Francis SZPINER,LR,17 347,"22,80","46,77",Non,75,14,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/075/07514.html
Mme Danielle SIMONNET,NUP,20 897,"26,42","58,45",Oui,75,15,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/075/07515.html
Mme Lamia EL AARAJE,DVG,14 856,"18,78","41,55",Non,75,15,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/075/07515.html
Mme Sarah LEGRAIN,NUP,20 829,"27,73","56,51",Oui,75,16,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/075/07516.html
M. Yanis BACHA,ENS,7 534,"10,03","20,44",Non,75,16,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/075/07516.html
Mme Marie TOUBIANA,LR,2 153,"2,87","5,84",Non,75,16,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/075/07516.html
M. François BECHIEAU,DVG,2 142,"2,85","5,81",Non,75,16,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/075/07516.html
Mme Nathalie MONSAURET,RN,1 454,"1,94","3,94",Non,75,16,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/075/07516.html
Mme Caroline DESGRANGE,REC,1 092,"1,45","2,96",Non,75,16,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/075/07516.html
M. Sébastien COUPEL,ECO,576,"0,77","1,56",Non,75,16,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/075/07516.html
M. Nordine EL-MARBATI,DXG,302,"0,40","0,82",Non,75,16,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/075/07516.html
M. Laurent FOURNIER,DVC,290,"0,39","0,79",Non,75,16,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/075/07516.html
Mme Hakima KHELFA,DIV,206,"0,27","0,56",Non,75,16,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/075/07516.html
M. Ivan MARCHIKA,DXG,186,"0,25","0,50",Non,75,16,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/075/07516.html
Mme Jihane AROUS,DIV,95,"0,13","0,26",Non,75,16,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/075/07516.html
Mme Danièle OBONO,NUP,16 162,"26,01","57,07",Oui,75,17,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/075/07517.html
Mme Kolia BÉNIÉ,ENS,5 638,"9,07","19,91",Non,75,17,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/075/07517.html
Mme Marianna TÉCHER,RN,1 241,"2,00","4,38",Non,75,17,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/075/07517.html
Mme Angélique MICHEL,LR,1 111,"1,79","3,92",Non,75,17,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/075/07517.html
Mme Marie FALICON,REC,1 076,"1,73","3,80",Non,75,17,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/075/07517.html
M. Mams YAFFA,ECO,1 010,"1,63","3,57",Non,75,17,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/075/07517.html
Mme Béatrice FAILLÈS,RDG,771,"1,24","2,72",Non,75,17,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/075/07517.html
M. Pierre SIGLER,ECO,335,"0,54","1,18",Non,75,17,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/075/07517.html
M. Abdellah AKSAS,DXG,265,"0,43","0,94",Non,75,17,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/075/07517.html
M. Clement FIQUET,DIV,248,"0,40","0,88",Non,75,17,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/075/07517.html
Mme Annie CLEMENT,DVD,186,"0,30","0,66",Non,75,17,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/075/07517.html
M. Mohamed BACHIR,DIV,177,"0,28","0,63",Non,75,17,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/075/07517.html
M. Youcef HADBI,DIV,100,"0,16","0,35",Non,75,17,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/075/07517.html
Mme Siwar LARGUECH,DVG,0,"0,00","0,00",Non,75,17,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/075/07517.html
M. Aymeric CARON,NUP,19 914,"28,17","51,65",Oui,75,18,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/075/07518.html
M. Pierre-Yves BOURNAZEL,ENS,18 645,"26,38","48,35",Non,75,18,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/075/07518.html
M. Damien ADAM,ENS,15 822,"23,73","50,12",Oui,76,01,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/076/07601.html
M. Maxime DA SILVA,NUP,15 744,"23,61","49,88",Non,76,01,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/076/07601.html
Mme Annie VIDAL,ENS,26 856,"28,18","59,64",Oui,76,02,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/076/07602.html
M. Sébastien DUVAL,NUP,18 174,"19,07","40,36",Non,76,02,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/076/07602.html
M. Hubert WULFRANC,NUP,18 867,"26,90","70,36",Oui,76,03,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/076/07603.html
Mme Salomée TESSIER,RN,7 947,"11,33","29,64",Non,76,03,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/076/07603.html
Mme Alma DUFOUR,NUP,17 763,"20,39","53,72",Oui,76,04,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/076/07604.html
M. Guillaume PENNELLE,RN,15 300,"17,56","46,28",Non,76,04,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/076/07604.html
M. Gérard LESEUL,NUP,22 872,"24,03","55,81",Oui,76,05,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/076/07605.html
M. Jean-Cyril MONTIER,RN,18 113,"19,03","44,19",Non,76,05,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/076/07605.html
M. Sébastien JUMEL,NUP,27 801,"25,31","57,81",Oui,76,06,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/076/07606.html
M. Patrice MARTIN,RN,20 290,"18,47","42,19",Non,76,06,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/076/07606.html
Mme Agnès FIRMIN LE BODO,ENS,21 578,"24,85","57,87",Oui,76,07,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/076/07607.html
Mme Nancy DUBOC,NUP,15 709,"18,09","42,13",Non,76,07,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/076/07607.html
M. Jean-Paul LECOQ,NUP,15 117,"22,98","65,76",Oui,76,08,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/076/07608.html
M. Wasil ECHCHENNA,ENS,7 872,"11,96","34,24",Non,76,08,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/076/07608.html
Mme Marie-Agnès POUSSIER-WINSBACK,ENS,21 352,"22,32","50,84",Oui,76,09,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/076/07609.html
M. Nicolas GOURY,RN,20 644,"21,58","49,16",Non,76,09,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/076/07609.html
M. Xavier BATUT,ENS,25 899,"23,48","51,05",Oui,76,10,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/076/07610.html
Mme Anaïs THOMAS,RN,24 835,"22,51","48,95",Non,76,10,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/076/07610.html
Mme Aude LUQUET,ENS,14 994,"20,84","53,06",Oui,77,01,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/077/07701.html
M. Arnaud SAINT-MARTIN,NUP,13 266,"18,44","46,94",Non,77,01,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/077/07701.html
M. Frédéric VALLETOUX,ENS,20 037,"25,07","57,42",Oui,77,02,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/077/07702.html
Mme Marie-Pierre MOLINA,NUP,14 856,"18,59","42,58",Non,77,02,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/077/07702.html
M. Jean-Louis THIÉRIOT,LR,18 422,"23,90","56,69",Oui,77,03,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/077/07703.html
Mme Elodie GÉRÔME-DELGADO,NUP,14 072,"18,26","43,31",Non,77,03,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/077/07703.html
Mme Isabelle PERIGAULT,LR,18 866,"21,24","51,16",Oui,77,04,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/077/07704.html
M. Aymeric DUROX,RN,18 007,"20,27","48,84",Non,77,04,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/077/07704.html
M. Franck RIESTER,ENS,17 949,"20,31","53,21",Oui,77,05,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/077/07705.html
M. François LENORMAND,RN,15 782,"17,86","46,79",Non,77,05,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/077/07705.html
Mme Béatrice ROULLAUD,RN,15 399,"18,88","52,12",Oui,77,06,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/077/07706.html
Mme Valérie DELAGE,NUP,14 144,"17,34","47,88",Non,77,06,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/077/07706.html
Mme Ersilia SOUDAIS,NUP,16 732,"19,04","51,31",Oui,77,07,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/077/07707.html
M. Didier BERNARD,RN,15 880,"18,07","48,69",Non,77,07,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/077/07707.html
M. Hadrien GHOMI,ENS,19 323,"20,30","50,01",Oui,77,08,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/077/07708.html
M. Arnaud BONNET,NUP,19 319,"20,29","49,99",Non,77,08,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/077/07708.html
Mme Michèle PEYRON,ENS,17 454,"20,24","52,63",Oui,77,09,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/077/07709.html
M. Pascal NOVAIS,NUP,15 709,"18,21","47,37",Non,77,09,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/077/07709.html
M. Maxime LAISNEY,NUP,17 724,"21,74","54,36",Oui,77,10,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/077/07710.html
Mme Stéphanie DO,ENS,14 880,"18,25","45,64",Non,77,10,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/077/07710.html
M. Olivier FAURE,NUP,15 453,"23,22","64,45",Oui,77,11,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/077/07711.html
Mme Charlyne PÉCULIER,ENS,8 522,"12,81","35,55",Non,77,11,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/077/07711.html
M. Charles RODWELL,ENS,25 707,"30,84","63,31",Oui,78,01,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/078/07801.html
M. Sébastien RAMAGE,NUP,14 898,"17,87","36,69",Non,78,01,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/078/07801.html
M. Jean-Noël BARROT,ENS,28 559,"33,05","64,27",Oui,78,02,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/078/07802.html
Mme Maïté CARRIVE-BEDOUANI,NUP,15 880,"18,38","35,73",Non,78,02,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/078/07802.html
Mme Béatrice PIRON,ENS,28 327,"33,94","71,40",Oui,78,03,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/078/07803.html
Mme Louise BRODY,NUP,11 347,"13,60","28,60",Non,78,03,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/078/07803.html
Mme Marie LEBEC,ENS,25 888,"32,29","65,69",Oui,78,04,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/078/07804.html
Mme Céline BOURDON,NUP,13 522,"16,87","34,31",Non,78,04,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/078/07804.html
Mme Yaël BRAUN-PIVET,ENS,23 336,"30,84","64,62",Oui,78,05,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/078/07805.html
Mme Sophie THEVENET,NUP,12 779,"16,89","35,38",Non,78,05,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/078/07805.html
Mme Natalia POUZYREFF,ENS,22 244,"29,29","64,52",Oui,78,06,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/078/07806.html
Mme Mélinda SAUGER,NUP,12 231,"16,10","35,48",Non,78,06,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/078/07806.html
Mme Nadia HAI,ENS,19 838,"24,61","55,64",Oui,78,07,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/078/07807.html
Mme Michèle CHRISTOPHOUL,NUP,15 818,"19,63","44,36",Non,78,07,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/078/07807.html
M. Benjamin LUCAS,NUP,15 849,"21,27","56,41",Oui,78,08,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/078/07808.html
Mme Edwige HERVIEUX,ENS,12 246,"16,43","43,59",Non,78,08,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/078/07808.html
M. Bruno MILLIENNE,ENS,21 450,"23,07","57,85",Oui,78,09,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/078/07809.html
M. Laurent MORIN,RN,15 631,"16,81","42,15",Non,78,09,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/078/07809.html
Mme Aurore BERGÉ,ENS,28 169,"30,77","63,27",Oui,78,10,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/078/07810.html
M. Cédric BRIOLAIS,NUP,16 355,"17,86","36,73",Non,78,10,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/078/07810.html
M. William MARTINET,NUP,15 759,"22,71","50,19",Oui,78,11,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/078/07811.html
Mme Aurélie PIACENZA,ENS,15 642,"22,55","49,81",Non,78,11,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/078/07811.html
M. Karl OLIVE,ENS,20 069,"28,20","59,94",Oui,78,12,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/078/07812.html
M. Edwin LEGRIS,NUP,13 414,"18,85","40,06",Non,78,12,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/078/07812.html
M. Bastien MARCHIVE,ENS,22 511,"24,76","51,99",Oui,79,01,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/079/07901.html
M. François CHARRON,NUP,20 788,"22,86","48,01",Non,79,01,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/079/07901.html
Mme Delphine BATHO,NUP,25 014,"25,45","57,88",Oui,79,02,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/079/07902.html
Mme Cécilia ROCHEFORT,ENS,18 201,"18,51","42,12",Non,79,02,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/079/07902.html
M. Jean-Marie FIÉVET,ENS,20 675,"24,36","58,27",Oui,79,03,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/079/07903.html
Mme Juliette WOILLEZ,NUP,14 805,"17,44","41,73",Non,79,03,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/079/07903.html
M. François RUFFIN,NUP,19 731,"23,48","61,01",Oui,80,01,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/080/08001.html
Mme Nathalie RIBEIRO-BILLET,RN,12 609,"15,00","38,99",Non,80,01,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/080/08001.html
Mme Barbara POMPILI,ENS,18 162,"23,29","53,13",Oui,80,02,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/080/08002.html
Mme Zahia HAMDANE,NUP,16 025,"20,55","46,87",Non,80,02,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/080/08002.html
M. Emmanuel MAQUET,LR,21 266,"25,75","53,82",Oui,80,03,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/080/08003.html
M. Nicolas LOTTIN,RN,18 250,"22,09","46,18",Non,80,03,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/080/08003.html
M. Jean-Philippe TANGUY,RN,21 136,"24,83","54,59",Oui,80,04,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/080/08004.html
M. Jean-Claude LECLABART,ENS,17 584,"20,66","45,41",Non,80,04,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/080/08004.html
Mme Yael MENACHE,RN,20 859,"25,64","60,79",Oui,80,05,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/080/08005.html
M. Guillaume ANCELET,NUP,13 453,"16,54","39,21",Non,80,05,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/080/08005.html
M. Frédéric CABROLIER,RN,19 125,"22,47","53,09",Oui,81,01,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/081/08101.html
M. Gérard POUJADE,NUP,16 900,"19,85","46,91",Non,81,01,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/081/08101.html
Mme Karen ERODI,NUP,22 633,"20,60","37,50",Oui,81,02,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/081/08102.html
Mme Marie-Christine VERDIER-JOUCLAS,ENS,21 151,"19,25","35,05",Non,81,02,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/081/08102.html
M. Julien BACOU,RN,16 564,"15,08","27,45",Non,81,02,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/081/08102.html
M. Jean TERLIER,ENS,25 496,"24,48","53,71",Oui,81,03,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/081/08103.html
M. Julien LASSALLE,NUP,21 978,"21,10","46,29",Non,81,03,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/081/08103.html
Mme Valérie RABAULT,NUP,25 327,"27,23","58,29",Oui,82,01,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/082/08201.html
